event_timestamp,symbol,close,volume,price_change_pct,sma_5,sma_10,sma_20,sma_50,ema_12,ema_26,rolling_volatility,relative_volume,anomaly_label,anomaly_score,sentiment_label
2026-08-29 09:30:00+00:00,AAPL,185.4,1481643,0.0,185.4,185.4,185.4,185.4,185.4,185.4,0.0,1.0,0,0.2,POSITIVE
2026-08-29 09:31:00+00:00,AAPL,185.51298909317296,1206644,0.06094341595088704,185.4564945465865,185.4564945465865,185.4564945465865,185.4564945465865,185.41738293741122,185.40836956245727,0.0,0.8977047465542184,0,0.2,NEUTRAL
2026-08-29 09:32:00+00:00,AAPL,185.1271279728568,1782620,-0.20799682124811314,185.3467056886766,185.3467056886766,185.3467056886766,185.3467056886766,185.37272832747976,185.38753685211648,0.001901694654573316,1.1961465537082296,0,0.2,NEGATIVE
2026-08-29 09:33:00+00:00,AAPL,185.40498572198368,1347854,0.1500902391612824,185.36127569700335,185.36127569700335,185.36127569700335,185.36127569700335,185.3776910035573,185.38882936099552,0.0018641456939923,0.9265573891074061,0,0.2,POSITIVE
2026-08-29 09:34:00+00:00,AAPL,185.7537564976099,618796,0.18811294327825134,185.43977185712467,185.43977185712467,185.43977185712467,185.43977185712467,185.43554723341154,185.4158610007447,0.0017865775250647203,0.4806139968935421,0,0.2,NEUTRAL
2026-08-29 09:35:00+00:00,AAPL,185.02893226690696,1647498,-0.39020703773077203,185.36555831050606,185.37129859208838,185.37129859208838,185.37129859208838,185.37299108471854,185.38719961305304,0.0024961325616511603,1.2226247069438612,0,0.2,NEGATIVE
2026-08-29 09:36:00+00:00,AAPL,184.5470504993578,1361900,-0.26043590137246886,185.17237059174303,185.25354886455543,185.25354886455543,185.25354886455543,185.24592330235535,185.32496634537193,0.0024074456738247905,1.009139982142394,0,0.2,POSITIVE
2026-08-29 09:37:00+00:00,AAPL,184.59423563803614,1452077,0.025568080633453505,185.0657921247789,185.17113471124054,185.17113471124054,185.17113471124054,185.14566366169086,185.27083814482856,0.0022313439291024293,1.065839241503282,0,0.2,NEUTRAL
2026-08-29 09:38:00+00:00,AAPL,184.47748251881643,1348059,-0.06324851846871704,184.88029148414546,185.09406224541564,185.09406224541564,185.09406224541564,185.0428665627871,185.21207106142023,0.002065827856296952,0.9906459419628709,0,0.2,NEGATIVE
2026-08-29 09:39:00+00:00,AAPL,184.47128364833685,1330369,-0.0033602315008485206,184.62379691429084,185.03178438570777,185.03178438570777,185.03178438570777,184.95493072979477,185.15719791971037,0.0019423149747687617,0.9798364347970828,0,0.2,POSITIVE
2026-08-29 09:40:00+00:00,AAPL,184.15655943168102,635849,-0.17060878551471426,184.44932234724564,184.90744032887585,184.95221848079623,184.95221848079623,184.83210437623882,185.0830765502267,0.001866988774030144,0.4920978640512213,0,0.2,NEUTRAL
2026-08-29 09:41:00+00:00,AAPL,184.48045324252487,1338810,0.17587959497256112,184.43600289587908,184.80418674381104,184.9129047109403,184.9129047109403,184.7780042018213,185.03843778669324,0.0019167327207909165,1.0330245029632297,0,0.2,NEGATIVE
